Step,ObjectName,Description,Action,Input,Condition,Reference
41,Comp_profile_dropdown_Param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@RFB200,"#Comp",Reservation_Request
42,Comp_profile_dropdown_Param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
43,Comp_profile_dropdown_Param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@RFB500,"#Comp",Reservation_Request
44,Comp_profile_dropdown_Param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
45,Comp_profile_dropdown_Param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@RFB750,"#Comp",Reservation_Request
46,Comp_profile_dropdown_Param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
47,Comp_profile_dropdown_Param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@RFB1500,"#Comp",Reservation_Request
48,Comp_profile_dropdown_Param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
49,Comp_profile_dropdown_Param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@RFBHOST (FB amount in comments),"#Comp",Reservation_Request
50,Comp_profile_dropdown_Param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
51,Comp_profile_dropdown_Param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@RFBHOST (FB amount in comments),"#Comp",Reservation_Request
52,Comp_profile_dropdown_Param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
53,Comp_profile_dropdown_Param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@RFBU,"#Comp",Reservation_Request
54,Comp_profile_dropdown_Param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
55,Comp_profile_dropdown_Param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@CMLIFE Rate,"#Comp",Reservation_Request
56,Comp_profile_dropdown_Param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
57,Comp_profile_dropdown_Param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@MLPROS,"#Comp",Reservation_Request
58,Comp_profile_dropdown_Param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
59,Comp_profile_dropdown_Param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@PREVAIL,"#Comp",Reservation_Request
60,Comp_profile_dropdown_Param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
61,Comp_profile_dropdown_Param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@SEE COMMENTS,"#Comp",Reservation_Request
62,Comp_profile_dropdown_Param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
63,Comp_profile_dropdown,Select all options from a select Element [<Object>],selectByIndex,@2,,Reservation_Request
64,Browser,Wait for [<Data>] milli seconds,pause,@3000,,
65,Special_request_dropdown,Click on [<Object>],clickByJS,,,Reservation_Request
66,Browser,Wait for [<Data>] milli seconds,pause,@3000,,
"//67",Special_request_PARAm,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@Select all,"#SpecialRequest",Reservation_Request
"//68",Special_request_PARAm,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
69,Special_request_PARAm,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@King,"#SpecialRequest",Reservation_Request
70,Special_request_PARAm,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
71,Special_request_PARAm,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@Queen,"#SpecialRequest",Reservation_Request
72,Special_request_PARAm,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
73,Special_request_PARAm,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@Near Elevator,"#SpecialRequest",Reservation_Request
74,Special_request_PARAm,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
75,Special_request_PARAm,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@High Floor,"#SpecialRequest",Reservation_Request
76,Special_request_PARAm,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
77,Special_request_PARAm,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@Low Floor,"#SpecialRequest",Reservation_Request
78,Special_request_PARAm,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
79,Special_request_PARAm,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@Accessible,"#SpecialRequest",Reservation_Request
80,Special_request_PARAm,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
81,Special_request_PARAm,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@Connecting,"#SpecialRequest",Reservation_Request
82,Special_request_PARAm,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
83,Special_request_PARAm,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@Adjoining,"#SpecialRequest",Reservation_Request
84,Special_request_PARAm,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
85,Select_all_option_Special_request,Assert if [<Object>] is present,clickByJS,,,Reservation_Request
86,Browser,Wait for [<Data>] milli seconds,pause,@2000,,
87,Additional_room_information_label_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
88,Additional_RI_textbox,Enter the value [<Data>] in the Field [<Object>],Set,@2,,Reservation_Request
89,Browser,Wait for [<Data>] milli seconds,pause,@3000,,
90,Event_Resevation_section,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
91,Event_label_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
92,Date_of_Event_Label_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
93,Time_of_Event_label_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
94,Time_of_Event_label_field,Assert if [<Object>] is present,Click,,,Reservation_Request
95,Browser,Wait for [<Data>] milli seconds,pause,@2000,,
96,App,Perform page down [<Data>]  times,pageDown,@5,,
97,Browser,Wait for [<Data>] milli seconds,pause,@2000,,
98,Comments_for_Event_label_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
99,Number_of_Ticket_label_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
100,CompPay_for_ Event_label_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
101,Additional Event_In_formation_label_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
102,Event_textbox,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
103,Date_of_Event_calender,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
104,Time_of_Event_textbox,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
105,Comments_for_event_textarea,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
106,Number_of_Ticket_dropdown,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
107,Pay_for_Event_dropdown,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
108,Additional_information_textarea,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
109,Event_textbox,Enter the value [<Data>] in the Field [<Object>],Set,@Event,,Reservation_Request
110,Browser,Wait for [<Data>] milli seconds,pause,@3000,,
111,Date_of_Event_calender,Enter the value [<Data>] in the Field [<Object>],Set,%Date%,,Reservation_Request
112,Browser,Wait for [<Data>] milli seconds,pause,@3000,,
113,Time_of_Event_textbox,Enter the value [<Data>] in the Field [<Object>],Set,@5,,Reservation_Request
114,Browser,Wait for [<Data>] milli seconds,pause,@3000,,
115,Comments_for_event_textarea,Enter the value [<Data>] in the Field [<Object>],Click,,,Reservation_Request
116,Browser,Wait for [<Data>] milli seconds,pause,@3000,,
117,Comments_for_event_textarea,Enter the value [<Data>] in the Field [<Object>],Set,@Event_testing,,Reservation_Request
118,Browser,Wait for [<Data>] milli seconds,pause,@3000,,
119,Number_of_Ticket_dropdown,Select all options from a select Element [<Object>],selectByIndex,@1,,Reservation_Request
120,Browser,Wait for [<Data>] milli seconds,pause,@3000,,
121,Pay_for_Event_dropdown,"Click the [<Object>] ",Click,,,Reservation_Request
122,Browser,Wait for [<Data>] milli seconds,pause,@3000,,
123,Pay_for_Event_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@Comp,"#PayEvent",Reservation_Request
124,Pay_for_Event_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
125,Pay_for_Event_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@Express Comp,"#PayEvent",Reservation_Request
126,Pay_for_Event_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
127,Pay_for_Event_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@Pay,"#PayEvent",Reservation_Request
128,Pay_for_Event_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
129,Pay_for_Event_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@Room Charge,"#PayEvent",Reservation_Request
130,Pay_for_Event_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
131,Dinning_Resrvation_section,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
132,Restraurant_label_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
133,Date_label_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
134,Additional_Dining_Infomation_label_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
135,Number_of_Guests_label_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
136,Time_label_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
137,Restaurant_lookup,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
138,Date_calender_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
139,Time_textbox,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
140,ADI_textarea,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
141,Number_of_Guest_Dropdown,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
142,Cabana_Reservation,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
143,Cabana_label_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
144,Cabana_textbox,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
145,Pay_for_Caban,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
146,Start_Timing_for_Cabana,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
147,Pay_for_Cabana_input,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
148,Start_Timing_for_Cabana_input,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
149,End_Timing_for_Cabana,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
150,End_Timing_for_cabana_input,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
151,Amenities_Section,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
152,Turn_down_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
153,Floral_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
154,Floral_field_input,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
155,Butler_Service_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
156,Butler_service_input,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
157,Amenity_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
158,Amenity_textbox,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
159,Limo_Reservation_section,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
160,Pickup_ Date_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
161,Pickup_Date_input,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
162,Pickup_time_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
163,Pickup_time_input,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
164,Flight_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
165,Flight_Field_input,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
166,NumberOfGuest_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
167,No.OfGuest_Dropdown,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
168,From_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
169,From_textbox,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
170,To_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
171,To_textbox,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
172,Comments_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
173,Comments_textarea,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
174,Airline_field,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
175,Airline_dropdown,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
176,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@AEROMEXICO,"#Airline",Reservation_Request
177,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
178,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@AIR CANADA,"#Airline",Reservation_Request
179,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
180,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@AIR TRAN,"#Airline",Reservation_Request
181,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
182,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@ALASKA,"#Airline",Reservation_Request
183,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
184,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@ALLEGIANT,"#Airline",Reservation_Request
185,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
186,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@AMERICAN,"#Airline",Reservation_Request
187,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
188,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@ATLANTIC,"#Airline",Reservation_Request
189,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
190,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@CONTINENTAL,"#Airline",Reservation_Request
191,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
192,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@DELTA,"#Airline",Reservation_Request
193,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
194,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@FRONTIER,"#Airline",Reservation_Request
195,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
196,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@HAWAIIAN,"#Airline",Reservation_Request
197,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
198,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@HENDERSON,"#Airline",Reservation_Request
199,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
200,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@JETBLUE,"#Airline",Reservation_Request
201,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
202,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@MCCARRAN,"#Airline",Reservation_Request
203,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
204,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@NORTHWEST,"#Airline",Reservation_Request
205,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
206,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@NORTH LASVEGAS,"#Airline",Reservation_Request
207,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
208,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@OMNI,"#Airline",Reservation_Request
209,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
210,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@SIGNATURE,"#Airline",Reservation_Request
211,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
212,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@SOUTHWEST,"#Airline",Reservation_Request
213,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
214,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@SPIRIT AIR,"#Airline",Reservation_Request
215,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
216,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@SUN COUNTRY,"#Airline",Reservation_Request
217,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
218,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@SUN WING,"#Airline",Reservation_Request
219,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
220,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@US AIR,"#Airline",Reservation_Request
221,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
222,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@UNITED - LIMO P/U AT TERM 3,"#Airline",Reservation_Request
223,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
224,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@VIRGIN ATLANTIC,"#Airline",Reservation_Request
225,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
226,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@VIRGIN AMERICA,"#Airline",Reservation_Request
227,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
228,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@WEST JET,"#Airline",Reservation_Request
229,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
230,Airline_dropdown_param,Set object [<Object>] property  as [<Data>] at runtime,setObjectProperty,@OTHER,"#Airline",Reservation_Request
231,Airline_dropdown_param,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
232,Authrizeres_Section,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
233,Primary_trip_Authorizer,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
234,Primary_trip_Authorizer_value,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
235,Secondry_trip_Athorizer,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
236,Secondry_trip_authorizer_value,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
237,Complete_your_reservation_section,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
238,Resevation_Request_status_lucked,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
239,Send_Email_button,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
240,Did_not_Book_button,Assert if [<Object>] is present,assertElementPresent,,,Reservation_Request
